type,Price(EGP),listing type,rent period,location,Area(m2),bedrooms,Bathrooms,Down payment,Instalment,post link,Full Descrption
Apartment,"33,000",rent,Monthly,"Rehab City, New Cairo, Cairo",200,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503409483.html,Apartment for rent wide garden view ready to move in typical floor special price 200 sqm 3 bedrooms in Al Rehab 1 - Phase 3 - New Cairo
Duplex,"10,000",rent,Daily,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",260,4,3,"EGP 5,000",N/A,https://www.bayut.eg/en/property/details-503418659.html,"Luxury duplex for rent, first row by the lagoon in Amwag Village, Sidi Abdul Rahman, North Coast."
Apartment,"37,000",rent,Monthly,"Cleopatra, Alexandria",300,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503409007.html,Apartment for sale in cleopatra
Apartment,"82,000",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",144,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408736.html,Apartment for Rent in Cairo Festival City Garden Unit Prime Location Club House Access Fully Equipped Kitchen
Apartment,"40,000",rent,Monthly,"The Village Compound, 5th Settlement, New Cairo, Cairo",88,1,1,N/A,N/A,https://www.bayut.eg/en/property/details-503408540.html,"Furnished studio for rent the village ,"
Hotel Apartment,"2,799",rent,Daily,"La Vida, 6th of October, Giza",140,2,2,EGP 800,N/A,https://www.bayut.eg/en/property/details-205151112.html,"Hotel apartment for rent for days, weeks and periods in a compound in October"
Apartment,"94,000",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",150,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503407556.html,Apartment for Rent in Cairo Festival City Aura Fully Furnished Prime Location Modern Finishing Ready to Move
Apartment,"50,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",150,2,3,"EGP 50,000",N/A,https://www.bayut.eg/en/property/details-503409279.html,Eastown Apartment for Rent 150sqm 2 Master Bedrooms Landscape View
Apartment,"18,000",rent,Monthly,"El Lotus, 5th Settlement, New Cairo, Cairo",150,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408397.html,150m² Brand New Apt | Hotel-Style Finishing | South Lotus | Gas & Parking
Apartment,"18,000",rent,Monthly,"Smoha, Alexandria",155,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503407192.html,"Open view fully furnished apartment for rent in Smouha, 155 m"
Apartment,"21,000",rent,Monthly,"Rehab City, New Cairo, Cairo",157,3,3,"EGP 21,000",N/A,https://www.bayut.eg/en/property/details-503409481.html,Apartment of 157 m for rent under the new law in Al-Rehab city at a special price
Apartment,"25,000",rent,Monthly,"Rehab City, New Cairo, Cairo",89,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408643.html,"I offer an apartment for rent in Al-Rehab, phase seven, in a distinguished location just steps from Avenue Mall, the Eastern Market, and the restaurant area."
Apartment,"32,000",rent,Monthly,"El Khamayel Compound, Sheikh Zayed, Giza",170,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503409815.html,"Furnished and air-conditioned apartment for rent in the first phase of Elkhmayel compound, Sheikh Zayed. Super deluxe finishing."
Twin House,"139,999",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",400,4,5,"EGP 139,999",N/A,https://www.bayut.eg/en/property/details-503404950.html,Spacious Twin House in Mivida | 4 Bedrooms | Owner Finishing
Villa,"180,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",400,5,5,N/A,N/A,https://www.bayut.eg/en/property/details-503142830.html,Villa Standalone fully furnished+private pool for rent in Compound Hyde Park New Cairo prime location beside Mivida and Sodic. Near to all facilities.
Apartment,"75,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",156,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-502703719.html,"Apartment ultra modern fully furnished for rent in Eastown sodic 70,000, under market price near, prime location, near to Ednc and mivida and 90street"
Apartment,"90,000",rent,Monthly,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",200,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-502613718.html,"Apartment Ultra modern finishing fully, Fully furnished For rent In Festival living compound Cairo Festival City New Cairo near to pool & mall & Gym ."
Apartment,"27,000",rent,Monthly,"Rehab City, New Cairo, Cairo",108,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503409602.html,Furnished Apartment for Rent in Al Rehab – Special Price
Apartment,"75,000",rent,Monthly,"Rehab City, New Cairo, Cairo",155,3,3,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-503409574.html,"Furnished hotel apartment for rent in Al Rehab. 155 sq m apartment + 60 sq m private garden. First occupancy, top-of-the-line hotel-style finishing an"
Apartment,"70,000",rent,Monthly,"ZED West Compound, Sheikh Zayed, Giza",215,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503408116.html,"Furnished apartment for rent in Z Towers, one of the most prestigious residential compounds in Sheikh Zayed."
Apartment,"3,000",rent,Daily,"Green 3 Compound, Sheikh Zayed, Giza",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503407973.html,"Furnished apartment with hotel-style furniture in Green 3 Compound In front of Arkan Plaza Mall, Americana Plaza, and 3D Hypermarket, near all the mo"
Twin House,"5,000",rent,Daily,"Continental Residence Compound, Sheikh Zayed, Giza",350,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503407878.html,"A twin house for rent furnished with hotel-style furniture, available for first-time occupancy, in the Continental Residence complex, next to Beverly"
Apartment,"12,500",rent,Monthly,"Madinaty, Cairo",78,2,1,"EGP 12,500",N/A,https://www.bayut.eg/en/property/details-503198886.html,First residence shot 78 meters b12
Villa,"160,000",rent,Monthly,"Rehab City, New Cairo, Cairo",550,6,6,N/A,N/A,https://www.bayut.eg/en/property/details-503420699.html,A fully furnished Stndalone villa for rent super lux finishes and private pool A great deal Ready to move in Model K in Al Rehab Villas 1 - New Cairo
Apartment,"50,000",rent,Monthly,"Rehab City, New Cairo, Cairo",131,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503419970.html,Furnished Apartment for Rent
Apartment,"36,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",140,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408940.html,Code Hpr259 Apartment for rent in Hyde park
iVilla,"120,000",rent,Monthly,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",300,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503408830.html,Ultra modern furnitured i villa garden for rent in mountain view hyde park new cairo
Apartment,"40,000",rent,Monthly,"Rehab City, New Cairo, Cairo",90,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503408773.html,"For lovers of distinction and privacy, a furnished garden apartment with a private entrance is available for rent in Al Rehab."
Apartment,"50,000",rent,Monthly,"Rehab City, New Cairo, Cairo",162,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408530.html,Large furnished apartment for rent in Al Rehab directly in front of Avenio Mall.
Apartment,"13,000",rent,Monthly,"Wesal, Shorouk City, Cairo",170,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503406344.html,Apartment for rent with a unique area plus 3 bathrooms – first residence | prime location | ready for living in Wasal Compound - Al Shorouk
Apartment,"25,000",rent,Monthly,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",140,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503406103.html,Apartment for Rent in Galleria Moon Valley A great opportunity to live in one of the most modern and upscale compounds. This well-designed apartment
Apartment,"99,999",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",191,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503405771.html,Luxury Apartment for Rent in Eastown A premium opportunity to live in one of the most prestigious residential communities. This spacious 191 sqm
Apartment,"15,500",rent,Monthly,"Madinaty, Cairo",124,3,2,"EGP 15,500",N/A,https://www.bayut.eg/en/property/details-503355738.html,124 meter shot for rent b6
Apartment,"30,000",rent,Monthly,"Madinaty, Cairo",80,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503409188.html,"Furnished apartment for rent in Al madanti, modern furniture, brand new, first occupancy, high-end finishes, contemporary furnishings - Al Rehab,"
Apartment,"85,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503409141.html,Fully Furnished Apartment for Rent in Mivida | Prime Location
Apartment,"17,000",rent,Monthly,"Rehab City, New Cairo, Cairo",99,2,1,"EGP 17,000",N/A,https://www.bayut.eg/en/property/details-503408370.html,Apartment 99 sqm for rent under the new rental law in Al-Obhur at a special price
Apartment,"18,000",rent,Monthly,"10th District, Sheikh Zayed, Giza",120,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503408320.html,Licensed apartment for rent 120 sqm - suitable for residential or administrative use
Townhouse,"50,000",rent,Monthly,"Continental Residence Compound, Sheikh Zayed, Giza",170,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503407284.html,"Townhouse with a Private Garden for rent with Kitchen Cabinets & ACs in Continental Residence, El Sheikh Zayed . . . . . . . . ."
Apartment,"35,000",rent,Monthly,"Rehab City, New Cairo, Cairo",131,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503406109.html,"Distinct apartment for rent in Al Rehab, large area - Phase Nine - prime location - steps from Avenue Mall"
Apartment,"100,000",rent,Monthly,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",186,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503289610.html,"Apartment fully furnished brand new for rent at Lake view residences, New Cairo, Beside AUC"
Chalet,"2,500",rent,Daily,"Lasirena Sokhna, Ain Sukhna, Suez",85,2,1,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-502427991.html,Chalet for rent 85m al ain al sokhna
Apartment,"1,500",rent,Daily,"Sidi Gaber, Alexandria",270,3,2,"EGP 1,500",N/A,https://www.bayut.eg/en/property/details-194046673.html,apartment for daily rent.
Apartment,"50,000",rent,Monthly,"Rehab City, New Cairo, Cairo",155,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503424683.html,"155 sqm apartment for rent in Al Rehab with new law, with kitchen and air conditioners."
Apartment,"75,000",rent,Monthly,"District 5 Compound, 5th Settlement, New Cairo, Cairo",140,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503423775.html,Fully Furnished Apartment For Rent in District5
Apartment,"15,000",rent,Monthly,"11th District, Sheikh Zayed, Giza",200,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503407688.html,Licensed apartment for rent 200 sqm - fully open views
Villa,"10,000",rent,Daily,"La Jolie Marina, Ain Sukhna, Suez","1,500",6,6,N/A,N/A,https://www.bayut.eg/en/property/details-503407222.html,Ain Sokhna - Luxury Palace wit private pool - 6 bedrooms
Apartment,"65,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",183,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503409264.html,"Modern Furnished Apartment for Rent in Hyde Park Ready to Move, prime location"
Apartment,"70,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",189,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503406338.html,Prime Rental Opportunity in Mivida Avenues | Semi Furnished Apartment
Apartment,"89,999",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",191,3,3,"EGP 89,999",N/A,https://www.bayut.eg/en/property/details-503404555.html,Luxury Ground Floor Garden Apartment for Rent in Hyde Park Fully Furnished First Use
Villa,"120,000",rent,Monthly,"Stone Park Compound, Katameya, Cairo",350,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503405961.html,Semi-furnished villa for rent in Stone Park Compound
Apartment,"4,500",rent,Daily,"Mangroovy, Gouna, Red Sea",85,1,2,"EGP 9,000",N/A,https://www.bayut.eg/en/property/details-503404232.html,For Rent One bedroom Pool View _ Free Beach access at Mangroovy Residence Elgouna
Apartment,"60,000",rent,Monthly,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",169,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-500765763.html,apartment third floor - fully furnished in 90 avenue
Apartment,"45,000",rent,Monthly,"Rehab City, New Cairo, Cairo",119,3,3,"EGP 45,000",N/A,https://www.bayut.eg/en/property/details-503403861.html,"A fully furnished and air-conditioned 3-bedroom apartment is available for immediate occupancy in Al Rehab City, one of the most prestigious areas of"
Apartment,400,rent,Daily,"Miami, Alexandria",130,2,2,EGP 400,N/A,https://www.bayut.eg/en/property/details-502447643.html,Furnished apartment for rent in Miami with a fantastic view of the sea and the corniche.
Hotel Apartment,"60,000",rent,Monthly,"Dokki, Giza",180,3,2,"EGP 60,000",N/A,https://www.bayut.eg/en/property/details-503404299.html,Furnished hotel-style flat to let in a prime location in Al-Masaha Square
Apartment,"20,000",rent,Monthly,"Cleopatra, Alexandria",175,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503404794.html,Apartment for rent 175 m Cleopatra (second line from the sea) - side sea view
Apartment,"19,000",rent,Monthly,"7th District, Sheikh Zayed, Giza",200,3,2,"EGP 19,000",N/A,https://www.bayut.eg/en/property/details-503417500.html,"Apartment for rent with kitchen in the 7th district, Sheikh Zayed"
Apartment,"25,000",rent,Monthly,"Janna, 6th of October, Giza",130,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503415866.html,Furnished apartment for rent 130 sqm – fully air-conditioned
Apartment,"17,000",rent,Monthly,"Rehab City, New Cairo, Cairo",99,2,1,"EGP 17,000",N/A,https://www.bayut.eg/en/property/details-503416737.html,"A 99 sqm distinctive apartment for rent in Al Rehab at a special price, directly from the owner."
Apartment,"40,000",rent,Monthly,"Rehab City, New Cairo, Cairo",99,2,1,0% Down Payment,N/A,https://www.bayut.eg/en/property/details-502666654.html,"A distinctive apartment for rent, furnished, in Rehab, with a fully finished area, hotel furniture, and a distinguished location in Rehab City, the First Settlement, New Cairo."
Apartment,"42,000",rent,Monthly,"The Courtyards Compound, Sheikh Zayed, Giza",165,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503409071.html,Apartment for rent in Westown SODIC Courtyard
Villa,"120,000",rent,Monthly,"Rehab City, New Cairo, Cairo",450,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503396398.html,"A furnished villa is available in Al-Rehab City, ultra super deluxe, fully equipped, with a swimming pool, at a very special price."
Apartment,"35,000",rent,Monthly,"Rehab City, New Cairo, Cairo",180,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503404002.html,Apartment for rent garden view super lux ready to move in Rent includes kitchen and AC’s typical floor. Special price in Al Rehab 2 - Phase 10
Apartment,"45,000",rent,Monthly,"1st District, 5th Settlement, New Cairo, Cairo",194,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503403855.html,Furnished Apartment for Rent – Wide Garden View – Prime Location Villas First District – Fifth Settlement – 194 SQM
Apartment,"75,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",145,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399557.html,Furnished Apartment for Rent in Azad – 145 sqm – 2 Bedrooms – 75K
Apartment,"16,000",rent,Monthly,"Eshraqa Compound, 6th of October, Giza",155,3,2,"EGP 32,000",N/A,https://www.bayut.eg/en/property/details-503048398.html,"Apartment for rent inside the Ishraqa compound, first occupancy"
Apartment,"30,000",rent,Monthly,"Mountain View iCity Compound, 6th of October, Giza",140,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503416086.html,Apartment for rent in Mountain view I City
Townhouse,"100,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",247,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503401383.html,"Townhouse for rent Hyde Park,"
Apartment,"11,000",rent,Monthly,"Janna, 6th of October, Giza",100,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503399679.html,Apartment for Rent in Jannah October | Ground Floor & Affordable Price
Townhouse,"55,000",rent,Monthly,"Rehab City, New Cairo, Cairo",180,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503403758.html,"Townhouse villa for rent, ready to move in. Rent includes kitchen and air conditioning. Special price. Model A in Al Rehab Villas 1 - New Cairo"
Apartment,"110,000",rent,Monthly,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",224,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503402666.html,Fully finished and furnished ultra modern apartment for rent in Lake view residences compound New Cairo view Lakes and landscapes with lowest price
Apartment,"45,000",rent,Monthly,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",135,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503401153.html,"An apartment for rent Galleria Moon Valley,"
Apartment,"17,000",rent,Monthly,"Rehab City, New Cairo, Cairo",116,3,2,"EGP 17,000",N/A,https://www.bayut.eg/en/property/details-503419814.html,City Law apartment 116m
Apartment,"30,000",rent,Monthly,"Al Andalous, 5th Settlement, New Cairo, Cairo",240,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503412272.html,"Furnished apartment for rent in Al Andalos, near Heliopolis Star."
Duplex,"55,000",rent,Monthly,"1st District, 5th Settlement, New Cairo, Cairo",400,5,3,"EGP 55,000",N/A,https://www.bayut.eg/en/property/details-503404533.html,"Duplex for rent suitable for residential or administrative use in the South Ninety in the Fifth Settlement, first neighborhood."
Villa,"70,000",rent,Monthly,"Madinaty, Cairo",500,4,3,"EGP 70,000",N/A,https://www.bayut.eg/en/property/details-503404484.html,Luxury Standalone Villa for Rent in Madinaty | Model X - 500sqm Land - Prime Location
Apartment,"23,000",rent,Monthly,"Madinaty, Cairo",165,3,3,"EGP 23,000",N/A,https://www.bayut.eg/en/property/details-503404402.html,Prime Rental in Madinaty B12 | 165 sqm - Double View - First Inhabitant
Apartment,"80,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",210,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503403971.html,Distinguished Apartment for Rent in Mivida – Exclusive Lifestyle & Premium Living Within a Fully Integrated Compound
Penthouse,"70,000",rent,Monthly,"Palm Parks Compound, 6th of October, Giza",275,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503403121.html,"For rent: Penthouse, 275 sq m, fully furnished and air-conditioned, with roof, in Palm Parks compound, October."
Apartment,"35,000",rent,Monthly,"Madinaty, Cairo",140,3,2,"EGP 35,000",N/A,https://www.bayut.eg/en/property/details-503399655.html,Luxury Hotel-Style Apartment for Rent in Madinaty - B12 | 3BR | Prime Location
Duplex,"75,000",rent,Monthly,"Village Gate Compound, 5th Settlement, New Cairo, Cairo",250,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399482.html,"Duplex for rent Village Gate Palm Hills,"
Chalet,"1,200",rent,Daily,"Porto South Beach, Ain Sukhna, Suez",60,1,1,EGP 500,N/A,https://www.bayut.eg/en/property/details-201142531.html,Chalet for rent in Porto South Beach
Villa,"60,000",rent,Monthly,"Madinaty, Cairo",350,4,3,"EGP 60,000",N/A,https://www.bayut.eg/en/property/details-503404471.html,Standalone Villa for Rent in Madinaty | Model Z - Special Finishing with ACs
Apartment,"21,000",rent,Monthly,"South of Academy, 5th Settlement, New Cairo, Cairo",200,3,2,"EGP 21,000",N/A,https://www.bayut.eg/en/property/details-503404314.html,Apartment for rent in South Academy
Apartment,"13,000",rent,Monthly,"Madinaty, Cairo",74,2,1,N/A,N/A,https://www.bayut.eg/en/property/details-503404089.html,Prime Rental Opportunity in Madinaty 74 sqm Garden View First Use
Apartment,"73,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",205,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503403957.html,Distinguished Apartment for Rent in Mivida – Avenues | 205 sqm | Ready to Move In
Apartment,"65,000",rent,Monthly,"Mivida Compound, 5th Settlement, New Cairo, Cairo",200,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503403297.html,For rent - apartment - Mivida parcel 10 - New Cairo
Apartment,"45,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",165,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503403272.html,Distinctive apartment for rent in Sodic Ville – New Cairo
Duplex,"35,000",rent,Monthly,"Ninth District, Obour City, Cairo",400,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503402806.html,"Duplex for rent, super lux, in the finest neighborhoods of Sheikh Zayed, suitable for administrative or residential use, furnished or empty, in the seventh district at the lowest price - area 400 m - Sheikh Zayed Al Sheikh Zayed"
Apartment,"30,000",rent,Monthly,"Madinaty, Cairo",96,2,1,"EGP 30,000",N/A,https://www.bayut.eg/en/property/details-503402783.html,"Furnished apartment for rent in Madinaty B6, New Cairo"
Duplex,"90,000",rent,Monthly,"Porto New Cairo - Nyoum Compound, 5th Settlement, New Cairo, Cairo",220,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503402091.html,Duplex fully finished and ready to move with lowest price for rent in compound Porto New Caironears to eastown sodic mivida and ACU in golden square
Apartment,"25,000",rent,Monthly,"Sidi Beshr, Alexandria",165,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503402010.html,A distinctive furnished apartment for rent in a specific location – super deluxe finishing – a steal!
Duplex,"55,000",rent,Monthly,"Porto New Cairo - Nyoum Compound, 5th Settlement, New Cairo, Cairo",150,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503401851.html,"Duplex with garden, finished super lux ,in prime location at the lowest rent price in Compound Porto new cairo, near Mivida and in golden square"
Apartment,"85,000",rent,Monthly,"Cairo Festival City Compound, Katameya, Cairo",150,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503401472.html,"Receive a furnished apartment with new and modern furnishing for rent, with the largest area and lowest rental price, in the heart of Fifth Settlement"
Apartment,"85,000",rent,Monthly,"Lake view Residence Compound, 5th Settlement, New Cairo, Cairo",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503401252.html,"Ultra-luxurious, modern apartment for rent at the lowest price for rent in a prime location in Lake View Residence Compound, Fifth Settlement"
Apartment,"55,000",rent,Monthly,"Madinaty, Cairo",116,3,2,"EGP 55,000",N/A,https://www.bayut.eg/en/property/details-503400216.html,For Rent in Madinaty | Luxury Hotel-Style Apartment - B10 | Open View
Penthouse,"55,000",rent,Monthly,"Midtown Compound, 5th Settlement, New Cairo, Cairo",190,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503400029.html,Special Penthouse with appliances & ACs for rent in Midtown
Townhouse,"65,000",rent,Monthly,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",197,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503399804.html,For Rent Townhouse 197m Fully Finished Prime Location in Hyde Park New Cairo
Apartment,"65,000",rent,Monthly,"Villette Compound, 5th Settlement, New Cairo, Cairo",160,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399196.html,"An apartment for rent SODIC Villette ,"
Apartment,"55,000",rent,Monthly,"Madinaty, Cairo",120,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503365634.html,"Furnished apartment for rent in Madinaty B10, with modern appliances, a view of the park and garden, very close to All Seasons Park."
Villa,"75,000",rent,Monthly,"Rehab City, New Cairo, Cairo",220,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503139476.html,"Townhouse villa for rent ready to move in 3 bedrooms 220 square meters, model T1, in Al Rehab Villas 2 - Phase 8 - New Cairo"
Apartment,"75,000",rent,Monthly,"Cleopatra, Alexandria",200,4,2,N/A,N/A,https://www.bayut.eg/en/property/details-503058440.html,Furnished apartment for rent 200 m Cleopatra (directly on the sea)
Apartment,"30,000",rent,Monthly,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",165,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503008495.html,"3-bedroom apartment for rent in Mountain View I City, Fifth Settlement"
Apartment,"3,500",rent,Daily,"Dokki, Giza",180,3,2,"EGP 7,500",N/A,https://www.bayut.eg/en/property/details-502287285.html,"Furnished apartment for rent with hotel-style furnishing near Al-Seid Club, Dokki"
Villa,"30,000",rent,Daily,"Marassi, Sidi Abdel Rahman, North Coast, Matruh","1,500",5,5,N/A,N/A,https://www.bayut.eg/en/property/details-503404461.html,"Villa for rent in Marassi Salerno North Coast , With Stunning Gulf View and Lakes Exquisite Villa for rent in Marassi North Coast Top-Tier Finishes"
Apartment,"13,000",rent,Monthly,"Smoha, Alexandria",110,3,1,"EGP 13,000",N/A,https://www.bayut.eg/en/property/details-503403229.html,"For rent, an apartment with an area of 110 m on Kamel El-Din Salah Street, very close to Fawzy Moaz."
Apartment,"35,000",rent,Monthly,"Rehab City, New Cairo, Cairo",180,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503402965.html,"Apartment for rent, legal 180m with air conditioning, kitchen in Madinat El Rehab."
Apartment,"55,000",rent,Monthly,"ZED West Compound, Sheikh Zayed, Giza",191,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503402918.html,Zed Towers Apartment for Rent 3 Bed prime Location ( Sheikh Zayed ) Park Side
Apartment,"2,200",rent,Daily,"Nasr City, Cairo",220,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503402582.html,"Furnished apartment for rent in Nasr City, near Al Ahly Club. A great deal from the owner! Nasr City is close to City Center, City Stars, and all s"
Apartment,"45,000",rent,Monthly,"The Village Compound, 5th Settlement, New Cairo, Cairo",150,2,2,N/A,N/A,https://www.bayut.eg/en/property/details-503402414.html,"Furnished Apartment on South 90th Street, opposite AUC at a price lower than the market rate"
Twin House,"65,000",rent,Monthly,"Dara Gardens Compound, 6th of October, Giza",400,4,4,"EGP 65,000",N/A,https://www.bayut.eg/en/property/details-503402009.html,"For rent a twin house with a kitchen and air conditioning in Comound Daraa Gardens in front of Mall of Arabia, a prime location."
Twin House,"60,000",rent,Monthly,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",350,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503401598.html,Twin house for rent in Gallaria Moon Valley - New Cairo
Duplex,"100,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",248,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503400076.html,Duplex with Garden for Rent in Eastown Sodic – 248 sqm + 75 sqm Garden – 3 Bedrooms
Apartment,"55,000",rent,Monthly,"Eastown Compound, 5th Settlement, New Cairo, Cairo",150,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399806.html,Apartment for Rent in Eastown – 150 sqm – 2 Bedrooms – Ultra Super Lux
Duplex,"45,000",rent,Monthly,"Porto New Cairo - Nyoum Compound, 5th Settlement, New Cairo, Cairo",143,2,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399509.html,Furnished Duplex for rent in Porto New Cairo
Duplex,"75,000",rent,Monthly,"Casa Compound, Sheikh Zayed, Giza",245,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503403493.html,a fully furnished duplex with a private garden in casa - sheikh zayed
Duplex,"90,000",rent,Monthly,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",250,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503402796.html,Luxury Duplex for Rent in Mountain View Hyde Park Fully Furnished with Garden
Apartment,"20,000",rent,Monthly,"El Banafseg 3, 1st Settlement, New Cairo, Cairo",200,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503399487.html,"Apartment for Rent in , 2nd Floor, 3 Bedrooms, 2 Bathrooms, Living Area, Natural Gas, Family-Friendly Location, EGP 25,000 Monthly."
Apartment,"125,000",rent,Monthly,"Katameya Heights Compound, Katameya, Cairo",299,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503399172.html,NEW MODERN APARTMENT RENT IN KATAMEYA HEIGHTS FURNISHED
