source,property_id,title,compound,area,developer,property_type,bedrooms,bathrooms,size_sqm,finishing,ready_by,min_price,currency,min_down_payment,installment_percentage,installment_type,listing_type,location,latitude,longitude,url,photo_url
nawy,108953,"Apartment, Hay El Ashgar",Hay El Ashgar,6th of October City,IGI Real Estate,Apartment,3.0,3.0,172,semi_finished,2026-03-31,8423570,EGP,2971010.0,65.0,Equal,buy,6th of October City,,,https://www.nawy.com/property/108953-apartment-for-sale-in-hay-el-ashgar,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/610270/AH_PIC_3.jpg
nawy,108920,"Studio, Sholan Somabay ",Sholan Somabay ,Hurghada,Reside Developments,Studio,1.0,1.0,48,finished,2026-12-31,5255265,EGP,3500000.0,33.0,Equal,buy,Hurghada,,,https://www.nawy.com/property/108920-studio-for-sale-in-sholan-somabay,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/620486/medium_Screenshot_2025-11-26_165708.png
nawy,97702,"Office, Pixel Labs",Pixel Labs,6th of October City,G Developments,Office,1.0,1.0,170,finished,2028-07-31,40740877,EGP,25440877.0,38.0,Equal,buy,6th of October City,,,https://www.nawy.com/property/97702-office-for-sale-in-pixel-labs-with-1-bedrooms-in-6th-of-october-city-by-g-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/unlockedProperties/97702/32da88df-e61a-4eef-b2e2-6f6fc2b8f1a4/7176b9b1-9be9-493c-ace4-e3e75a17d910.jpg
nawy,90309,"Apartment, Elite Park",Elite Park,New Capital City,Capital Elite Developments,Apartment,3.0,3.0,150,semi_finished,2026-06-30,4043276,EGP,3848620.0,5.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/90309-apartment-for-sale-in-elite-park,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/583242/Screenshot_2025-10-29_140101.png
nawy,85086,"Retail, Centrada Plaza",Centrada Plaza,6th of October City,Centrada Developments,Retail,1.0,1.0,115,,2025-05-31,27016250,EGP,20213125.0,25.0,Equal,buy,6th of October City,,,https://www.nawy.com/property/85086-retail-for-sale-in-centrada-plaza-with-1-bedrooms-in-6th-of-october-city-by-centrada-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/unlockedProperties/85086/3579e1fa-f634-484e-b8bc-b720db761773/Capture_1.png
nawy,80376,"Villa, Tara ",Tara ,El Sheikh Zayed,Miscellaneous,Villa,5.0,5.0,570,finished,2025-04-09,47000000,EGP,0.0,100.0,Cash,buy,El Sheikh Zayed,,,https://www.nawy.com/property/80376-villa-for-sale-in-tara,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/403540/WhatsApp_Image_2025-04-10_at_15.41.39_9781e13e.jpg
nawy,77944,"Apartment, Alca",Alca,6th settlement,SAG Developments ,Apartment,3.0,2.0,175,semi_finished,2025-03-02,8200000,EGP,0.0,100.0,Cash,buy,6th settlement,,,https://www.nawy.com/property/77944-apartment-for-sale-in-alca-with-3-bedrooms-in-6th-settlement-by-sag-developments-,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/unlockedProperties/77944/44494b9d-1f42-4331-9144-97b7fb3598a5/IMG-20250302-WA0041.jpg
nawy,76934,"Twinhouse, Royal Hills",Royal Hills,6th of October City,Royal Development,Twinhouse,4.0,4.0,290,finished,2025-02-19,20000000,EGP,0.0,100.0,Cash,buy,6th of October City,,,https://www.nawy.com/property/76934-twinhouse-for-sale-in-royal-hills-with-4-bedrooms-in-6th-of-october-city-by-royal-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/unlockedProperties/76934/5f9ad48e-205f-4d99-a828-4a6cb9b7e3a4/162475981-400x300.jpeg
nawy,68815,"Apartment, Acasa",Acasa,New Cairo,Dar  Al Alamia Developments,Apartment,3.0,2.0,155,,2024-12-31,7700000,EGP,5800000.0,25.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/68815-apartment-for-sale-in-acasa-with-3-bedrooms-in-new-cairo-by-dar-al-alamia-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/unlockedProperties/68815/a87fda20-da1d-478d-b1cf-7e14e7897994/IMG-20241023-WA0012.jpg
nawy,59560,"Twinhouse, Tiba",Tiba,New Cairo,Tiba For Urban Development,Twinhouse,6.0,4.0,276,finished,2024-08-05,23000000,EGP,0.0,100.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/59560-twinhouse-for-sale-in-tiba-new-cairo,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/296264/WhatsApp_Image_2024-07-02_at_18.04.36_af2ed724.jpg
nawy,43700,"Villa, La Quinta",La Quinta,New Cairo,La Quinta Group,Villa,4.0,5.0,750,,2023-11-13,30000000,EGP,0.0,100.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/43700-villa-for-sale-in-la-quinta-new-cairo,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/212119/IMG-20231114-WA0002.jpg
nawy,39695,"Twinhouse, Lac Ville",Lac Ville,Northern Expansion,El Gabry Developments,Twinhouse,3.0,3.0,290,semi_finished,2023-08-20,12500000,EGP,0.0,100.0,Equal,buy,Northern Expansion,,,https://www.nawy.com/property/39695-twinhouse-for-sale-in-lac-ville-el-sheikh-zayed,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/178700/xfcvb.jpg
nawy,34699,"Twinhouse, El Patio 1",El Patio 1,New Cairo,La Vista Developments,Twinhouse,6.0,6.0,540,furnished,2023-04-18,38000000,EGP,0.0,100.0,Cash,buy,New Cairo,,,https://www.nawy.com/property/34699-twinhouse-for-sale-in-el-patio-1-with-6-bedrooms-in-new-cairo-by-la-vista-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/unlockedProperties/34699/4832a9ca-2c7e-4268-803e-bd0866f85f82/WhatsApp_Image_2023-04-19_at_3.16.44_PM.jpeg
nawy,121348,"Villa, Wadi East - Ras El Hekma",Wadi East - Ras El Hekma,Ras El Hekma,Modon ,Villa,3.0,4.0,262,finished,2030-04-30,58000000,EGP,2900000.0,90.0,Equal,buy,Ras El Hekma,,,https://www.nawy.com/property/121348-villa-standard-villa-3-bedrooms-for-sale-in-wadi-east---ras-el-hekma-by-modon-,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Modon/wadieastraselhekma/Screenshot202026-04-2020150835/Screenshot202026-04-2020150835.png
nawy,119932,"Twinhouse, Alis",Alis,Sidi Abdel Rahman,Melee Development,Twinhouse,5.0,4.0,265,finished,2027-02-28,40260710,EGP,4026071.0,90.0,Equal,buy,Sidi Abdel Rahman,,,https://www.nawy.com/property/119932-Twinhouse-for-sale-in-Alis-with-6-bedrooms-in-Sidi Abdel Rahman-by-Melee Development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Melee%20Development/alis/Screenshot%202026-04-07%20151640/Screenshot%202026-04-07%20151640.png
nawy,119023,"Apartment, Tower H-Marriot Residence",Tower H-Marriot Residence,Central Cairo,A Capital Holding,Apartment,3.0,3.0,188,finished,2027-02-28,33765000,EGP,3376500.0,90.0,Equal,buy,Central Cairo,,,https://www.nawy.com/property/119023-Apartment-for-sale-in-Tower H-Marriot Residence-with-21-bedrooms-in-Central Cairo-by-A Capital Holding,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images//towerhmarriotresidence/Screenshot_1/Screenshot_1.png
nawy,112005,"Cabin, Kin Island-Crysta",Kin Island-Crysta,Sidi Abdel Rahman,Mountain View,Cabin,0.0,1.0,50,finished,2028-02-28,21058530,EGP,1052927.0,90.0,Equal,buy,Sidi Abdel Rahman,,,https://www.nawy.com/property/112005-Cabin-for-sale-in-Kin Island-Crysta-with-11-bedrooms-in-Sidi Abdel Rahman-by-Mountain View,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Mountain%20View/kinislandcrysta/high%202/high%202.webp
nawy,111793,"Chalet, Blanca Gardens Collection",Blanca Gardens Collection,Somabay,Somabay,Chalet,3.0,2.0,132,finished,2029-01-01,19000000,EGP,950000.0,95.0,Equal,buy,Somabay,,,https://www.nawy.com/property/111793-Chalet-for-sale-in-Blanca Gardens Collection-with-5-bedrooms-in-Somabay-by-Somabay,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Somabay/blancagardenscollection/Screenshot%202026-01-05%20154109/Screenshot%202026-01-05%20154109.png
nawy,105327,"Apartment, The Signature Tower ",The Signature Tower ,Heliopolis,A Capital Holding,Apartment,2.0,2.0,125,finished,2029-12-01,20135000,EGP,0.0,100.0,Cash,buy,Heliopolis,,,https://www.nawy.com/property/105327-Apartment-for-sale-in-The Signature Tower -with-21-bedrooms-in-Heliopolis-by-A Capital Holding,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images//thesignaturetower/Screenshot%202025-11-17%20125916/Screenshot%202025-11-17%20125916.png
nawy,104029,"Townhouse, District 2 - Tali",District 2 - Tali,October Gardens,Palm Hills Developments,Townhouse,3.0,4.0,218,,2030-06-30,21678000,EGP,2167800.0,65.0,Equal,buy,October Gardens,,,https://www.nawy.com/property/104029-Townhouse-for-sale-in-District 2 - Tali-with-7-bedrooms-in-October Gardens-by-Palm Hills Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Palm%20Hills%20Developments/district2tali/Badya%20villa%208/Badya%20villa%208.jpg
nawy,100850,"Apartment, Jirian - Palm Hills",Jirian - Palm Hills,New Zayed,Palm Hills Developments,Apartment,2.0,3.0,110,finished,2029-09-30,14090000,EGP,3000000.0,79.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/100850-apartment-for-sale-in-jirian-palm-hills,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/546762/jirian_apartment_23.png
nawy,96613,"Chalet, Shore Ville",Shore Ville,Ras El Hekma,Hyde Park,Chalet,1.0,1.0,76,finished,2028-01-01,13030000,EGP,0.0,100.0,Cash,buy,Ras El Hekma,,,https://www.nawy.com/property/96613-Chalet-for-sale-in-Shore Ville-with-5-bedrooms-in-Ras El Hekma-by-Hyde Park,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Hyde%20Park/shoreville/shore%20ville%201/shore%20ville%201.jpg
nawy,57128,"Apartment, Crowne Residence",Crowne Residence,New Cairo,Urbnlanes Development,Apartment,1.0,1.0,80,finished,2029-04-30,12206480,EGP,610324.0,90.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/57128-serviced-apartment-for-sale-in-crowne-residence-with-1-bedroom-in-new-cairo-by-urbnlanes-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/382548/Crown_Residence__1_.jpg
nawy,111148,"Villa, Elora",Elora,New Zayed,Arabia Holding,Villa,3.0,3.0,210,,2028-10-05,17129532,EGP,4467720.0,74.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/111148-villa-for-sale-in-elora,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/632837/villa_in_Elora_cover_.jpg
nawy,96611,"Apartment, Waterside - Seashore ",Waterside - Seashore ,Ras El Hekma,Hyde Park,Apartment,1.0,1.0,65,finished,2030-01-01,9820000,EGP,0.0,100.0,Cash,buy,Ras El Hekma,,,https://www.nawy.com/property/96611-Apartment-for-sale-in-Waterside - Seashore -with-21-bedrooms-in-Ras El Hekma-by-Hyde Park,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Hyde%20Park/watersideseashore/waterside%201/waterside%201.png
nawy,95064,"Twinhouse, Palm Hills Katameya Extension (PK2)",Palm Hills Katameya Extension (PK2),Golden Square,Palm Hills Developments,Twinhouse,4.0,4.0,300,semi_finished,2025-02-04,49203412,EGP,5199999.0,89.0,Equal,buy,Golden Square,,,https://www.nawy.com/property/95064-twinhouse-for-sale-in-palm-hills-katameya-extension,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/376999/Ub3l7zwX0XrQGZ1CWX5RllqNCGvEiX.jpg
nawy,91119,"Townhouse, Pyramid Hills",Pyramid Hills,6th of October City,Ora Developers,Townhouse,4.0,4.0,377,,2024-11-09,49361449,EGP,4800000.0,90.0,Equal,buy,6th of October City,,,https://www.nawy.com/property/91119-townhouse-corner-for-sale-at-pyramids-hills,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/341340/IMG-20241104-WA0084.jpg
nawy,90590,"Twinhouse, New Giza",New Giza,6th of October City,G Developments,Twinhouse,3.0,4.0,305,,2024-11-11,53382399,EGP,4800000.0,91.0,Equal,buy,6th of October City,,,https://www.nawy.com/property/90590-twinhouse-for-sale-at-new-giza,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/343121/Qq3EJv66Q3QfU3Ub9We6BeWYeSw6bwweb-ivory-hill-4b.jpg
nawy,80949,"Townhouse, V levels",V levels,Northern Expansion,Dunes Development,Townhouse,3.0,5.0,288,,2029-01-01,23773000,EGP,1188650.0,82.0,Equal,buy,Northern Expansion,,,https://www.nawy.com/property/80949-Townhouse-for-sale-in-V levels-with-7-bedrooms-in-Northern Expansion-by-Dunes Capital Group,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Dunes%20Capital%20Group/vlevels/Screenshot%202025-10-01%20171658/Screenshot%202025-10-01%20171658.png
nawy,69132,"Apartment, The Loft ",The Loft ,New Capital City,Living Yards Developments,Apartment,3.0,3.0,243,,2025-12-31,7982471,EGP,4194694.0,47.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/69132-apartment-for-sale-in-the-loft,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/353076/Screenshot_2024-12-02_170913.png
nawy,66970,"Apartment, Orla Residence",Orla Residence,New Cairo,I Capital Developments,Apartment,3.0,3.0,174,,2026-10-31,6731960,EGP,2042900.0,70.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/66970-apartment-for-sale-in-orla-residence,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/341683/10.jpg
nawy,58641,"Office, East Tower",East Tower,New Capital City,UC Developments,Office,,,51,finished,2027-12-31,5087000,EGP,3710000.0,27.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/58641-office-for-sale-in-east-tower-new-capital,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/290254/2.jpg
nawy,56431,"Villa, Fouka Bay",Fouka Bay,Ras El Hekma,Tatweer Misr,Villa,4.0,4.0,252,finished,2028-01-01,54907000,EGP,3294420.0,88.0,Equal,buy,Ras El Hekma,,,https://www.nawy.com/property/56431-Villa-for-sale-in-Fouka Bay-with-1-bedrooms-in-Ras El Hekma-by-Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Tatweer%20Misr/foukabay/fouka%20twinhouse/fouka%20twinhouse.png
nawy,50202,"Apartment, The Median Residences",The Median Residences,New Cairo,EGYGAB,Apartment,1.0,2.0,78,semi_finished,2026-06-01,3135423,EGP,1726473.0,45.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/50202-apartment-for-sale-in-the-median-residences-new-cairo,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/244329/medium_The_Median_Residencesapts_4.png
nawy,47715,"Apartment, Nyoum October",Nyoum October,Northern Expansion,Arab Developers Holding,Apartment,2.0,2.0,102,semi_finished,2027-12-31,3280000,EGP,1680000.0,49.0,Equal,buy,Northern Expansion,,,https://www.nawy.com/property/47715-apartment-for-sale-nyoum-ocyober-6th-of-october,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/232203/Nyoum-October-ADH-Porto-3-1-scaled.jpg
nawy,45550,"Apartment, SODIC East",SODIC East,New Heliopolis,SODIC,Apartment,2.0,3.0,125,finished,2024-12-31,10000000,EGP,8000000.0,20.0,Equal,buy,New Heliopolis,,,https://www.nawy.com/property/45550-apartment-for-sale-in-sodic-east-new-heliopolis,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/223554/sodic-e-2.jpg
nawy,44186,"Retail, City Hall Strip",City Hall Strip,New Capital City,SERAC Developments,Retail,0.0,0.0,131,,2029-04-30,18995000,EGP,1899500.0,80.0,Front Loaded,buy,New Capital City,,,https://www.nawy.com/property/44186-retail-ground-for-sale-in-city-hall-strip-in-new-capital-city-by-serac-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/SERAC%20Developments/cityhallstrip/property-image-1/property-image-1.png
nawy,43067,"Apartment, Nyoum Mostaqbal City",Nyoum Mostaqbal City,Mostakbal City,Arab Developers Holding,Apartment,3.0,3.0,143,,2025-01-01,4413503,EGP,3000000.0,32.0,Equal,buy,Mostakbal City,,,https://www.nawy.com/property/43067-apartment-for-sale-in-nyoum-mostakbal-city,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/208379/Nyoum-Mostakbal-City-300x172.jpg
nawy,42859,"Chalet, Stella Marina ",Stella Marina ,North Coast-Sahel ,Remco Tourism Villages Construction,Chalet,3.0,2.0,120,finished,2023-10-28,12132012,EGP,1267500.0,90.0,Equal,buy,North Coast-Sahel ,,,https://www.nawy.com/property/42859-chalet-for-sale-in-stella-marina-north-coast,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/458185/medium_IMG-20231029-WA0032.jpg
nawy,12201,"Administrative, Levels Business Tower",Levels Business Tower,New Capital City,Urbnlanes Development,Administrative,0.0,0.0,79,finished,2029-04-30,15055732,EGP,1505573.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/12201-levels-tower-retail,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Urbnlanes%20Development/levelsbusinesstower/pp/pp.png
nawy,7832,"Duplex, Canal Walk Island",Canal Walk Island,El Sheikh Zayed,Arkan Palm Development,Duplex,3.0,3.0,303,finished,2028-01-31,54643110,EGP,2732156.0,95.0,Equal,buy,El Sheikh Zayed,,,https://www.nawy.com/property/7832-canal-walk-island-2-bedroom,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/28409/ext.jpg
nawy,3306,"Chalet, Zahra Morshedy Group",Zahra Morshedy Group,Al Alamein,Morshedy Group,Chalet,2.0,2.0,95,finished,2026-10-31,9948890,EGP,497445.0,85.0,Equal,buy,Al Alamein,,,https://www.nawy.com/property/3306-zahra-chalet,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/347239/1.jpg
nawy,404,"Villa, La Vista Gardens",La Vista Gardens,Ain Sokhna,La Vista Developments,Villa,4.0,3.0,320,finished,2026-04-30,40000000,EGP,4000000.0,90.0,Equal,buy,Ain Sokhna,,,https://www.nawy.com/property/404-la-vista-gardens-villa,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/13447/4vqdpuKXfnv5Nw6kaMOSddzSXOXQ3z427706-13b4co.jpg
nawy,119777,"Villa, Meadows-Sodic East",Meadows-Sodic East,New Heliopolis,SODIC,Villa,3.0,4.0,232,finished,2029-12-31,39906000,EGP,598590.0,99.0,Equal,buy,New Heliopolis,,,https://www.nawy.com/property/119777-Villa-for-sale-in-Meadows-Sodic East-with-1-bedrooms-in-New Heliopolis-by-SODIC,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/SODIC/meadowssodiceast/Screenshot%202026-04-05%20175312/Screenshot%202026-04-05%20175312.png
nawy,118286,"Apartment, Origami Golf ",Origami Golf ,New Cairo,Madinet Masr,Apartment,2.0,2.0,115,,2030-03-30,10296138,EGP,0.0,100.0,Cash,buy,New Cairo,,,https://www.nawy.com/property/118286-Apartment-for-sale-in-Origami Golf -with-21-bedrooms-in-New Cairo-by-Madinet Masr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Madinet%20Masr/origamigolf/ORIGAMI%20GOLF/ORIGAMI%20GOLF.png
nawy,117172,"Apartment, Park Side Residences",Park Side Residences,El Sheikh Zayed,Ora Developers,Apartment,1.0,1.0,81,finished,2030-06-30,10465000,EGP,261625.0,98.0,Equal,buy,El Sheikh Zayed,,,https://www.nawy.com/property/117172-Apartment-for-sale-in-Park Side Residences-with-21-bedrooms-in-El Sheikh Zayed-by-Ora Developers,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Ora%20Developers/parksideresidences/zed%2066/zed%2066.png
nawy,116727,"Apartment, Story Hospitality",Story Hospitality,6th settlement,Urbnlanes Development,Apartment,1.0,1.0,81,finished,2030-04-30,8786151,EGP,439308.0,90.0,Equal,buy,6th settlement,,,https://www.nawy.com/property/116727-apartment-serviced-apartment-1-bedroom-for-sale-in-story-hospitality-by-urbnlanes-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Urbnlanes%20Development/storyhospitality/Story/Story.jpg
nawy,116131,"Apartment, Tonino Lamborghini Residences",Tonino Lamborghini Residences,New Capital City,New Plan,Apartment,3.0,3.0,164,furnished,2028-04-30,14219000,EGP,710950.0,90.0,Equal,buy,New Capital City,,,https://www.nawy.com/property/116131-apartment-branded-apartment-3-bedrooms-for-sale-in-tonino-lamborghini-residences-by-new-plan,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/New%20Plan/toninolamborghiniresidences/lam%205/lam%205.png
nawy,115920,"Retail, Downtown New Alamein",Downtown New Alamein,Al Alamein,City Edge Developments,Retail,0.0,0.0,243,,2026-04-30,28793000,EGP,1439650.0,90.0,Equal,buy,Al Alamein,,,https://www.nawy.com/property/115920-Retail-for-sale-in-Downtown New Alamein-with-10-bedrooms-in-Al Alamein-by-City Edge Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/City%20Edge%20Developments/downtownnewalamein/oB36DH6xQ3awPa2CRKT1RKDc7DS0s6/oB36DH6xQ3awPa2CRKT1RKDc7DS0s6.jpg
nawy,115903,"Chalet, Murano",Murano,Ain Sokhna,Wadi Degla Developments,Chalet,3.0,2.0,135,finished,2030-02-27,9271620,EGP,0.0,100.0,Equal,buy,Ain Sokhna,,,https://www.nawy.com/property/115903-chalet-garden-chalet-3-bedrooms-for-sale-in-murano-wadi-degla-by-wadi-degla-developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Wadi%20Degla%20Developments/muranowadidegla/c/c.png
nawy,115849,"Duplex, Lush Valley",Lush Valley,New Cairo,City Edge Developments,Duplex,3.0,4.0,226,,2030-04-30,13437000,EGP,671850.0,90.0,Equal,buy,New Cairo,,,https://www.nawy.com/property/115849-Duplex-for-sale-in-Lush Valley-with-3-bedrooms-in-New Cairo-by-City Edge Developments,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/City%20Edge%20Developments/lushvalley/Screenshot%202026-02-16%20220435/Screenshot%202026-02-16%20220435.png
nawy,114411,"Villa, Vert",Vert,New Zayed,Palmier Developments ,Villa,4.0,5.0,275,,2030-04-30,22080000,EGP,2208000.0,90.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/114411-villa-standard-villa-3-bedrooms-for-sale-in-vert-by-palmier-developments-,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images//vert/275%201/275%201.jpg
nawy,112690,"Apartment, Beige Residence - Hills of One",Beige Residence - Hills of One,New Zayed,People & Places,Apartment,2.0,3.0,129,finished,2030-05-31,11177000,EGP,558850.0,90.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/112690-Apartment-for-sale-in-Beige Residence - Hills of One-with-21-bedrooms-in-New Zayed-by-People & Places,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/People%20Places/beigeresidencehillsofone/Screenshot%202025-11-23%20152720/Screenshot%202025-11-23%20152720.png
nawy,110603,"Chalet, PHIA  Il Monte Galala",PHIA  Il Monte Galala,Ain Sokhna,Tatweer Misr,Chalet,2.0,2.0,117,finished,2029-04-30,17385000,EGP,869250.0,95.0,Equal,buy,Ain Sokhna,,,https://www.nawy.com/property/110603-Chalet-for-sale-in-PHIA  Il Monte Galala-with-5-bedrooms-in-Ain Sokhna-by-Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Tatweer%20Misr/phiailmontegalala/page_6_img_0/page_6_img_0.jpeg
nawy,110156,"Chalet, Westview Residence",Westview Residence,New Zayed,Housing and Development Properties HDP,Chalet,3.0,1.0,130,finished,2027-04-01,7213175,EGP,360659.0,90.0,Equal,buy,New Zayed,,,https://www.nawy.com/property/110156-Chalet-for-sale-in-Westview Residence-with-5-bedrooms-in-New Zayed-by-Housing and Development Properties HDP,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Housing%20and%20Development%20Properties/westviewresidence/Westview_ResidenceWestview_ResidenceScreenshot_2025-06-03_172459/Westview_ResidenceWestview_ResidenceScreenshot_2025-06-03_172459.png
nawy,109996,"Apartment, Jayd",Jayd,New Cairo,Saudi Egyptian Developers (SED),Apartment,3.0,3.0,153,semi_finished,2027-03-30,10890000,EGP,544500.0,95.0,Back Loaded,buy,New Cairo,,,https://www.nawy.com/property/109996-Apartment-for-sale-in-Jayd-with-21-bedrooms-in-New Cairo-by-Saudi Egyptian Developers (SED),https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Saudi%20Egyptian%20Developer/jayd/jayd%201/jayd%201.jpg
nawy,109974,"Apartment, Jiwar",Jiwar,6th settlement,Concrete Development,Apartment,3.0,3.0,138,semi_finished,2030-04-30,8853932,EGP,442697.0,95.0,Equal,buy,6th settlement,,,https://www.nawy.com/property/109974-apartment-garden-for-sale-in-jiwar-by-concrete-development,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Concrete%20Development/jiwar/Jiwar%205/Jiwar%205.jpg
nawy,109143,"Apartment, The Vues - Terraces Bloomfields",The Vues - Terraces Bloomfields,Mostakbal City,Tatweer Misr,Apartment,3.0,3.0,175,,2028-01-01,11663000,EGP,583150.0,95.0,Equal,buy,Mostakbal City,,,https://www.nawy.com/property/109143-Apartment-for-sale-in-The Vues - Terraces Bloomfields-with-21-bedrooms-in-Mostakbal City-by-Tatweer Misr,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/inventory/brochure_images/Tatweer%20Misr/thevuesbloomfields/bloomfields/bloomfields.png
nawy,107959,"Apartment, Crescent Walk",Crescent Walk,6th settlement,Marakez,Apartment,3.0,3.0,190,finished,2029-05-31,17388000,EGP,3302044.0,81.0,Equal,buy,6th settlement,,,https://www.nawy.com/property/107959-apartment-for-sale-in-crescent-walk,https://s3.eu-central-1.amazonaws.com/prod.images.cooingestate.com/admin/property_image/image/601929/cre_eas_4__1_.png
